travel_id,day_index,visit_order,visit_area_id,visit_area_nm
f_f000273,2,5,2306040005,집
f_f000274,1,1,2305270001,집
f_f000274,1,2,2305270002,섬진강휴게소 부산방향
f_f000274,1,3,2305270004,다랭이마을
f_f000274,1,4,2305270003,카페톨
f_f000274,1,5,2305270005,헐스 밴드
f_f000274,1,6,2305270006,장항 해수풀장
f_f000274,1,7,2305270007,상주은모래비치
f_f000274,1,8,2305270008,설리해수욕장
f_f000274,1,9,2305270009,초록 스토어
f_f000274,1,10,2305270010,수어 메밀짜장
f_f000274,1,11,2305270011,온 뷰 모텔
f_f000274,1,12,2305270012,온 뷰 모텔
f_f000274,2,1,2305280001,미조 돈가스 김밥
f_f000274,2,2,2305280002,플랫 포트
f_f000274,2,3,2305280003,인산인해
f_f000274,2,4,2305280004,힙한 식
f_f000274,2,5,2305280005,옐로우츄도넛
f_f000274,2,6,2305280006,집
f_f000278,1,1,2305270001,집
f_f000278,1,2,2305270002,강릉 동화 가든 본점
f_f000278,1,3,2305270003,강문해변
f_f000278,1,4,2305270004,경포해수욕장
f_f000278,1,5,2305270005,경포호
f_f000278,1,6,2305270006,테라로사 경포호수점
f_f000278,1,7,2305270007,허니 홈피(강릉 본점)
f_f000278,1,8,2305270008,허균 허난설헌 기념관
f_f000278,1,9,2305270009,이디야커피 세인트존스 경포 호텔점
f_f000278,1,10,2305270010,런닝맨 강릉점
f_f000278,1,11,2305270011,초당 11
f_f000278,1,12,2305270012,디베이스
f_f000278,1,13,2305270013,강릉 중앙시장
f_f000278,1,14,2305270014,강릉역
f_f000278,1,15,2305270015,집
f_f000279,1,1,2306030001,친구 친지 집
f_f000279,1,2,2306030002,태화강 국가 정원 십 리 대숲
f_f000279,1,3,2306030003,태화강 국가 정원
f_f000279,1,4,2306030004,행루즈 버거
f_f000279,1,5,2306030005,슬도
f_f000279,1,6,2306030006,오브리
f_f000279,1,7,2306030007,코비 원룸
f_f000308,1,1,2305200001,집
f_f000308,1,2,2305200002,가평 양떼목장
f_f000308,1,3,2305200003,동명항
f_f000308,1,4,2305200004,오션 투 유리조트 속초 설악비치 호텔 앤 콘도
f_f000308,2,1,2305210001,홍천 휴게소 서울 방향
f_f000308,2,2,2305210002,집
f_f000311,1,1,2305200001,집
f_f000311,1,2,2305200003,경기 광주 휴게소 원주 방향
f_f000311,1,3,2305200004,하이원 스카이 134 곤돌라 탑승 톱 오브 더 탑 정상 카페
f_f000311,1,4,2305200002,하이원 그랜드호텔 컨벤션타워
f_f000311,2,1,2305210002,더 가든
f_f000311,2,2,2305210003,의림지
f_f000311,2,3,2305210001,집
f_f000317,1,1,2305310001,집
f_f000317,1,2,2305310003,흰 여울 문화마을
f_f000317,1,3,2305310004,점포 사잇길
f_f000317,1,4,2305310002,집
f_f000319,1,1,2305260002,집
f_f000319,1,2,2305260003,부천 시청역 7호선
