area,status,error,keyword,title,contentid,contenttypeid,addr1,addr2,mapx,mapy
부산,ok,,4242 샌드위치,,,,,,,
부산,ok,,BIFF 거리,,,,,,,
부산,ok,,BIFF 광장,BIFF 광장,127488,12,부산광역시 중구 구덕로 지하44 (남포동5가),,129.032004281096,35.0980089584166
부산,ok,,BNK 부산은행 아트시네마,BNK부산은행아트시네마 모퉁이극장,3345026,14,부산광역시 중구 광복중앙로 13 (신창동1가),3층,129.030797,35.100515
부산,ok,,CU 당리 반도보라점,,,,,,,
부산,ok,,F1963,F1963,2456767,12,부산광역시 수영구 구락로123번길 20,,129.1154850253,35.1767449923
부산,ok,,KBS 부산홀,,,,,,,
부산,ok,,KTG 상상마당 부산,KT&G 상상마당 부산,4011128,38,부산광역시 부산진구 서면로 39 (부전동),,129.057302821914,35.1542714950768
부산,ok,,KTG 상상마당 부산 (오시고 사진전 전시관),KT&G 상상마당 부산,4011128,38,부산광역시 부산진구 서면로 39 (부전동),,129.057302821914,35.1542714950768
부산,ok,,LUFT MANSION (루프트 맨션),루프트 & 루프트맨션,4011143,38,부산광역시 부산진구 서전로46번길 56 (전포동),1층,129.064734346644,35.1551542387402
부산,ok,,NC백화점 부산대점,NC백화점 부산대점,2931065,38,부산광역시 금정구 부산대학로63번길 2 (장전동),,129.08382445362,35.2322427971605
부산,ok,,NC백화점 서면점,,,,,,,
부산,ok,,NC백화점 해운대점,,,,,,,
부산,ok,,OCT4,,,,,,,
부산,ok,,TROUBADOUR 서면점,TROUBADOUR 서면점,2931381,38,부산광역시 부산진구 중앙대로692번길 31 (부전동),1층,129.060918578681,35.1547226915831
부산,ok,,W 스퀘어,,,,,,,
부산,ok,,YES24 중고서점 부산 서면점,,,,,,,
부산,ok,,YES24 중고서점 수영 F1963점,,,,,,,
부산,ok,,ZARA 롯데 센텀시티점,,,,,,,
부산,ok,,가야 밀면,,,,,,,
부산,ok,,개미집,개미집 본점,2609623,39,부산광역시 중구 중구로30번길 21-1 (신창동2가),,129.0301203552,35.1007609882
부산,ok,,개미집 광안리 본점,,,,,,,
부산,ok,,개미집 광안리점,,,,,,,
부산,ok,,개미집 송도점,,,,,,,"   "
부산,ok,,거인 통닭,,,,,,,
부산,ok,,겐트 베이커리 동부산점,,,,,,,
부산,ok,,겪이,,,,,,,
부산,ok,,고메,고메돈까스,2765466,39,인천광역시 계양구 서부간선로 257,(박촌동),126.7478646372,37.5537738354
부산,ok,,고메,제2회 고메 잇 강남,3524418,15,서울특별시 강남구 영동대로 513 (삼성동),,127.0592179950,37.5119175967
부산,ok,,고메 밀면,,,,,,,
부산,ok,,고메 밀면 해운대점,,,,,,,
부산,ok,,고신대학교 복음 병원,,,,,,,
부산,ok,,고향 연화,고향연화,2785272,39,부산광역시 기장군 기장읍 연화길 33-8,,129.2245979306,35.2172384782
부산,ok,,공원 집,공원집,2869241,39,부산광역시 부산진구 가야공원로 83-12 (가야동),,129.0290835698,35.1457178671
부산,ok,,공차 부산 사직점,,,,,,,
부산,ok,,광안리 해변 테마거리,광안리해변 테마거리,127925,12,부산광역시 수영구 민락동,(민락동),129.1221363273,35.155165750
부산,ok,,광안리해수욕장,광안리해수욕장,126078,12,부산광역시 수영구 광안해변로 219 (광안동),,129.1189760936,35.1531932737
부산,ok,,광안리해양레포츠센터,광안리 해양레포츠센터,2991028,28,부산광역시 수영구 광안해변로54번길 222 광안리 해양레포츠센터,,129.1153538300,35.1461832972
부산,ok,,광어골 왕칼국수,,,,,,,
부산,ok,,교대역 동해선,,,,,,,
부산,ok,,교보문고 부산점,,,,,,,
부산,ok,,구덕포끝집고기 송정점,구덕포끝집고기,2859073,39,부산광역시 해운대구 송정구덕포길 178,,129.1968878084,35.1680045876
부산,ok,,구포시장,구포시장,1250885,38,부산광역시 북구 구포시장2길 7 (구포동),,129.0037896031,35.2087575605
부산,ok,,국립 수산과학관,국립수산과학관,130606,14,부산광역시 기장군 기장읍 기장해안로 216,,129.222283006461,35.1911175293689
부산,ok,,국립 일제 강제 동원 역사관,국립일제강제동원역사관,2551424,14,부산광역시 남구 홍곡로320번길 100,,129.0918442401,35.1242840580
부산,ok,,국립 해양 박물관,국립해양박물관,1825843,14,부산광역시 영도구 해양로301번길 45,,129.080291027424,35.0785003395095
부산,ok,,국립부산과학관,국립부산과학관,2385666,14,부산광역시 기장군 기장읍 동부산관광6로 59,,129.212686302171,35.2045740978071
부산,ok,,국제시장,국제시장,132191,38,부산광역시 중구 신창로4가 일원,,129.0285792599,35.1016422372
부산,ok,,국제시장 먹자골목,국제시장 먹자골목,1018702,12,부산광역시 중구 중구로 36,,129.0280793175,35.1011311741
부산,ok,,굿올데이저카페,굿올데이즈카페,3334005,39,부산광역시 중구 중앙대로41번길 5 (중앙동1가),,129.03588642585257,35.10111766810905
부산,ok,,굿윌스토어 부산 다대점,,,,,,,
부산,ok,,그 숲 동래점,,,,,,,
부산,ok,,금강공원,금강공원,127445,12,부산광역시 동래구 우장춘로 155,,129.0761907705,35.2199956286
부산,ok,,금강공원 금강 케이블카,,,,,,,
부산,ok,,금송덕미 행리단길점,,,,,,,
부산,ok,,금수복국 해운대본점,금수복국 해운대본점,2778487,39,부산광역시 해운대구 중동1로43번길 23,,129.1645185529,35.1624573857
부산,ok,,기사야 동부산 미식일 상점,,,,,,,
부산,ok,,기장 손칼국수,기장손칼국수,2933698,39,부산광역시 부산진구 서면로 56,,129.0583,35.155499
부산,ok,,김밥천국,,,,,,,
부산,ok,,깃발 집 미주구리 물회,깃발집 국수전골,2789451,39,부산광역시 동래구 온천장로107번길 10,(온천동) 2층,129.0838684194,35.2204771709
부산,ok,,까사 부사로,,,,,,,
부산,ok,,꼬쇼네,,,,,,,
부산,ok,,나뭇잎 마을,,,,,,,
부산,ok,,낙동강하구에코센터,낙동강하구에코센터,630874,12,부산광역시 사하구 낙동남로 1240,,128.945866728608,35.1043892335363
부산,ok,,난파선,,,,,,,
부산,ok,,남포지하쇼핑센터,,,,,,,
부산,ok,,내호냉면,부산 내호냉면,2791482,39,부산광역시 남구 우암번영로26번길 17,,129.070837803253,35.1264778515291
부산,ok,,너도,,,,,,,
부산,ok,,노아스 로스팅 롯데백화점 부산본점,,,,,,,
부산,ok,,노티스 부산 해운대,,,,,,,
부산,ok,,노포역 부산 1호선,,,,,,,
부산,ok,,녹아들다 록 카페,,,,,,,
부산,ok,,녹아웃,,,,,,,
부산,ok,,농축산 마트 광안 쌍용점,,,,,,,
부산,ok,,다대포 돌 짜장,,,,,,,
부산,ok,,다대포 해변공원,,,,,,,
부산,ok,,다대포해수욕장,다대포해수욕장,126079,12,부산광역시 사하구 몰운대1길 14,,128.963151,35.046247
부산,ok,,다솥맛집 송정점,다솥맛집,2785275,39,부산광역시 해운대구 송정광어골로 29 (송정동),,129.1979263154,35.1786034198
부산,ok,,다이소 부산 애플 아웃렛점,,,,,,,
부산,ok,,달래해 장 광안리점,,,,,,,
부산,ok,,담아 가다,,,,,,,
부산,ok,,당리역 부산 1호선,,,,,,,
부산,ok,,대건 명가,,,,,,,
부산,ok,,대변항,,,,,,,
부산,ok,,대연 성당,,,,,,,
부산,ok,,대천천 누리길,,,,,,,
부산,ok,,더 벤티 다대포점,,,,,,,
부산,ok,,더 소가 카페 달맞이점,,,,,,,
부산,ok,,더 하운드 호텔,,,,,,,
부산,ok,,더도 이 종갓집 돼지국밥 본점 주차장,,,,,,,
부산,ok,,더베이 11,더베이101,2350092,12,부산광역시 해운대구 동백로 52 (우동),,129.1520693211,35.1565836936
부산,ok,,더파티 시청점,,,,,,,
부산,ok,,데이오프데이,,,,,,,
부산,ok,,데판킹 스테이크하우스,,,,,,,
부산,ok,,도널드,,,,,,,
부산,ok,,돈가스 예찬,,,,,,,
부산,ok,,동구문화 플랫폼,,,,,,,
부산,ok,,동백 섬,해운대 동백섬,987810,12,부산광역시 해운대구 동백로 67,(우동) 일대,129.1521809693,35.1539914380
부산,ok,,동백섬,해운대 동백섬,987810,12,부산광역시 해운대구 동백로 67,(우동) 일대,129.1521809693,35.1539914380
부산,ok,,동생말,이기대공원 동생말전망대,3008128,12,부산광역시 남구 용호동 산1,,129.121151,35.13191
부산,ok,,드래그 하우스,,,,,,,
부산,ok,,드림시어터,,,,,,,
부산,ok,,디아나,,,,,,,
부산,ok,,디원 베이커리 카페,,,,,,,
부산,ok,,딥 플로어 커피,,,,,,,
부산,ok,,땅뫼산,땅뫼산,2675011,12,부산광역시 금정구 오륜대로 260-1,,129.1174425369,35.2472747896
부산,ok,,또 시아,또시아,2858292,39,부산광역시 영도구 절영로 6,,129.040330441764,35.0936672539924
부산,ok,,뚜레쥬르 해운대 중동점,,,,,,,
부산,ok,,라 발스 스카이카페 바,,,,,,,
부산,ok,,라발 그 호텔,,,,,,,
부산,ok,,라온 웨딩홀,,,,,,,
부산,ok,,라이언 홀리데이 인 부산,,,,,,,
부산,ok,,랑데자뷰 해운대점,,,,,,,
부산,ok,,랜디스 도넛 광안리점,,,,,,,
부산,ok,,런닝맨 부산점,,,,,,,
부산,ok,,로열 경양식 스테이크 광안점,,,,,,,
부산,ok,,로우 앤스 웃,,,,,,,
부산,ok,,로제 이브 커피 스페셜티 본점,,,,,,,
부산,ok,,롯데 프리미엄 아웃렛 동부산점,,,,,,,
부산,ok,,롯데마트 광복점,,,,,,,
부산,ok,,롯데마트 동부산점,토이저러스 롯데마트 동부산점,4008037,38,부산광역시 기장군 기장읍 기장해안로 147,3층,129.212495349946,35.1923229796397
부산,ok,,롯데몰 메종 동부산,포트메리온 롯데몰 메종 동부산점,2911916,38,부산광역시 기장군 기장읍 동부산관광로 8,,129.214956053184,35.1928254119026
부산,ok,,롯데백화점 광복점,갤럭시 롯데백화점 광복점,2917484,38,부산광역시 중구 중앙대로 2 (중앙동7가),6층,129.036632251021,35.0979848964696
부산,ok,,롯데백화점 광복점,갤럭시라이프스타일 롯데백화점 광복점,2922433,38,부산광역시 중구 중앙대로 2 (중앙동7가),6층,129.036632251021,35.0979848964696
부산,ok,,롯데백화점 광복점,골든듀 롯데백화점 광복점,2906050,38,부산광역시 중구 중앙대로 2 (중앙동7가),1층,129.036632251021,35.0979848964696
부산,ok,,롯데백화점 광복점,골프존마켓 롯데백화점 광복점,4011275,38,부산광역시 중구 중앙대로 2 (중앙동7가),4층,129.036632251021,35.0979848964696
부산,ok,,롯데백화점 광복점,까르띠에 롯데백화점 광복점,4011270,38,부산광역시 중구 중앙대로 2 (중앙동7가),1층,129.036632251021,35.0979848964696
부산,ok,,롯데백화점 광복점,나이키 라이즈 롯데백화점 광복점,2922536,38,부산광역시 중구 중앙대로 2 (중앙동7가),5층,129.036632251021,35.0979848964696
부산,ok,,롯데백화점 광복점,난닝구 롯데백화점 광복점,2899905,38,부산광역시 중구 중앙대로 2 (중앙동7가),1층,129.036632251021,35.0979848964696
부산,ok,,롯데백화점 광복점,룩옵티컬 롯데백화점 광복점,2902263,38,부산광역시 중구 중앙대로 2 (중앙동7가),3층,129.036632251021,35.0979848964696
부산,ok,,롯데백화점 광복점,마에스트로 롯데백화점 광복점,2909881,38,부산광역시 중구 중앙대로 2 (중앙동7가),6층,129.036632251021,35.0979848964696
부산,ok,,롯데백화점 광복점,망고 롯데백화점 광복점,2915228,38,부산광역시 중구 중앙대로 2 (중앙동7가),3층,129.036632251021,35.0979848964696
부산,ok,,롯데백화점 광복점,미쏘 롯데백화점 광복점,2913150,38,부산광역시 중구 중앙대로 2 (중앙동7가),4층,129.036632251021,35.0979848964696
부산,ok,,롯데백화점 광복점,미우미우 롯데백화점 광복점,2911438,38,부산광역시 중구 중앙대로 2 (중앙동7가),1층,129.036632251021,35.0979848964696
부산,ok,,롯데백화점 광복점,반에이크 롯데백화점 광복점,4026595,38,부산광역시 중구 중앙대로 2 (중앙동7가),3층,129.036632251021,35.0979848964696
부산,ok,,롯데백화점 광복점,버버리 롯데백화점 광복점,2911446,38,부산광역시 중구 중앙대로 2 (중앙동7가),1층,129.036632251021,35.0979848964696
부산,ok,,롯데백화점 광복점,삼성스토어 롯데백화점 광복점,2923050,38,부산광역시 중구 중앙대로 2 (중앙동7가),8층,129.036632251021,35.0979848964696
부산,ok,,롯데백화점 광복점,스케쳐스 롯데백화점 광복점,2911227,38,부산광역시 중구 중앙대로 2 (중앙동7가),5층,129.036632251021,35.0979848964696
부산,ok,,롯데백화점 광복점,스톤헨지 롯데백화점 광복점,4026594,38,부산광역시 중구 중앙대로 2 (중앙동7가),1층,129.036632251021,35.0979848964696
부산,ok,,롯데백화점 광복점,아디다스 롯데백화점 광복점,4011271,38,부산광역시 중구 중앙대로 2 (중앙동7가),5층,129.036632251021,35.0979848964696
부산,ok,,롯데백화점 광복점,에고이스트 롯데백화점 광복점,2928937,38,부산광역시 중구 중앙대로 2 (중앙동7가),3층,129.036632251021,35.0979848964696
부산,ok,,롯데백화점 광복점,에스티로더 롯데백화점 광복점,4011272,38,부산광역시 중구 중앙대로 2 (중앙동7가),1층,129.036632251021,35.0979848964696
부산,ok,,롯데백화점 부산본점,롯데백화점 부산본점,2908259,38,부산광역시 부산진구 가야대로 772 (부전동),,129.056416218143,35.156789983664
부산,ok,,롯데백화점 부산본점 에비뉴엘 주차장,,,,,,,
부산,ok,,롯데백화점 센텀시티점,롯데백화점 센텀시티점,2917200,38,부산광역시 해운대구 센텀남대로 59 (우동),,129.131069686974,35.1698533549006
부산,ok,,롯데월드 어드벤처 부산,롯데월드 어드벤처 부산,2815627,12,부산광역시 기장군 동부산관광로 42,,129.2129995240,35.1960684107
부산,ok,,롯데호텔 부산,롯데호텔 부산,2894475,38,부산광역시 부산진구 가야대로 772 (부전동),,129.056416218143,35.156789983664
부산,ok,,르네에 떼,,,,,,,
부산,ok,,르컬렉티브 아시리아,,,,,,,
부산,ok,,마이 페이 보릿 쿠키,,,,,,,
부산,ok,,마티에오시리아호텔,,,,,,,
부산,ok,,막창 도둑 이 장정 관점,,,,,,,
부산,ok,,매드독스 해운대 직영점,,,,,,,
부산,ok,,맥도날드 부산 송정 DT 점,,,,,,,
부산,ok,,먹음직 부산 온천천점,,,,,,,
부산,ok,,메가 MGC 커피 부산 경성대점,,,,,,,
부산,ok,,메가 MGC 커피 초량점,,,,,,,
부산,ok,,메가 MGC 커피 해운대 해변점,,,,,,,
부산,ok,,멘무샤 부산 프리미엄 아웃렛점,,,,,,,
부산,ok,,명성 모집,,,,,,,
부산,ok,,모 브랜드 부산 아웃렛점,,,,,,,
부산,ok,,모노 맨션 부산 사상점,,,,,,,
부산,ok,,몰운대,몰운대(부산),2614721,12,부산광역시 사하구 다대동,,128.9701,35.0405
부산,ok,,무브먼트 래 부산,,,,,,,
부산,ok,,물레방아 즉석구이,,,,,,,
부산,ok,,뮤지엄 원,뮤지엄 원,2650801,14,부산광역시 해운대구 센텀서로 20,(우동),129.129031134497,35.1713708789985
부산,ok,,미 소집 조개 마당,,,,,,,
부산,ok,,미노스서프 부산본점,,,,,,,
부산,ok,,미식가의 가락국수 센텀점,,,,,,,
부산,ok,,민락 더 마켓,밀락더마켓,2862152,12,부산광역시 수영구 민락수변로17번길 56,,129.1270373527,35.1542200827
부산,ok,,민락수변공원,민락수변공원,126799,12,부산광역시 수영구 민락동,110-19,129.133,35.1545
부산,ok,,밀란 더 마켓,밀락더마켓,2862152,12,부산광역시 수영구 민락수변로17번길 56,,129.1270373527,35.1542200827
부산,ok,,바게트 양 부산본점,,,,,,,
부산,ok,,바다 위 구름 상점,,,,,,,
부산,ok,,바다마을 과자점,,,,,,,
부산,ok,,바우 노바 커피,,,,,,,
부산,ok,,바이스벌사에스프레소,,,,,,,
부산,ok,,반판,,,,,,,
부산,ok,,밝은 눈 안과병원 부산점,,,,,,,
부산,ok,,방갈로 끝 집,,,,,,,
부산,ok,,백 소장 경성대부경대점,,,,,,,
부산,ok,,뱅가,,,,,,,
부산,ok,,버거 숍 해운대점,,,,,,,
부산,ok,,버거킹 부산 영도 DT 점,,,,,,,
부산,ok,,버거킹 해운대 비치점,,,,,,,
부산,ok,,버릇 식당,올바릇식당 기장본점,2776991,39,부산광역시 기장군 일광면 문오성길 61,,129.259251991223,35.28279909663
부산,ok,,버터럽,,,,,,,
부산,ok,,범어사,범어사(부산),126148,12,부산광역시 금정구 범어사로 250 (청룡동),,129.0702465946,35.2838302944
부산,ok,,베이시스 옵,,,,,,,
부산,ok,,베이크 백,,,,,,,
부산,ok,,베이크 유,,,,,,,
부산,ok,,벡스코,벡스코(BEXCO),130668,14,부산광역시 해운대구 APEC로 55,,129.1363347095,35.1691116738
부산,ok,,벡스코 제2전시장,,,,,,,
부산,ok,,보수동 책방 골목,보수동 책방골목,1608633,12,부산광역시 중구 대청로 67-1,,129.0272841727,35.1031742254
부산,ok,,본전 돼지국밥,,,,,,,
부산,ok,,본죽 부산 다대점,,,,,,,
부산,ok,,봄날,벚꽃 잔치의 최고봉 봄날의 낭만에 취한다.,2044476,25,,,128.6596235763,35.1650783803
부산,ok,,봄날,봄날,2014033,39,충청남도 서산시 부석면 지산철장길 37-7,,126.4073023593,36.6925453845
부산,ok,,봄날,봄날,3080165,39,제주특별자치도 제주시 애월읍 애월로1길 25,,126.30967407544345,33.46245269568173
부산,ok,,봄날,봄날,3469842,32,경상북도 안동시 태화길 91 (태화동),,128.7124966204,36.5602437107
부산,ok,,봄날,봄날 칼국수 보리밥,2891615,39,인천광역시 강화군 길상면 강화동로 113,,126.4922547714,37.6495553888
부산,ok,,봄날,봄날아트홀,3080741,14,서울특별시 종로구 동숭길 39 (동숭동),지하 1층~2층,127.00426530119238,37.57999067069077
부산,ok,,봄날,봄날의 정원 한식당,2891616,39,인천광역시 강화군 선원면 선원사지로 67,,126.5070291097,37.7243497076
부산,ok,,봄날,봄날의 책방,2987044,14,경상남도 통영시 봉수1길 6-1,,128.4154399858,34.8263702490
부산,ok,,봄날,봄날처럼,2730792,28,경상북도 경주시 안강읍 호국로 2522-12,,129.1857995693,35.9971520497
부산,ok,,봄날,엄마의봄날,2870075,39,경기도 김포시 모담공원로 178 (운양동),,126.69774648019279,37.647232176480195
부산,ok,,봄날,한옥스테이 봄날,3102102,32,경상북도 칠곡군 기산면 각산3길 61,,128.3255020889,36.0087909582
부산,ok,,봉래산,봉래산(부산),252563,12,부산광역시 영도구 청학동,,129.0553,35.0822
부산,ok,,부곡 대동 대숲 아파트,,,,,,,
부산,ok,,부산 3층 시래 마을,,,,,,,
부산,ok,,부산 e스포츠 상설 경기장,,,,,,,
부산,ok,,부산 근현대 역사관 별관,,,,,,,
부산,ok,,부산 사직종합운동장,,,,,,,
부산,ok,,부산 사직종합운동장 사직야구장,,,,,,,
부산,ok,,부산 서부버스터미널,,,,,,,
부산,ok,,부산 시민공원,부산시민공원,2663341,12,부산광역시 부산진구 시민공원로 73,(범전동),129.0574000000,35.1681000000
부산,ok,,부산 아시아드 보조경기장,,,,,,,
부산,ok,,부산 아시아드 주경기장,,,,,,,
부산,ok,,부산 현대미술관,부산현대미술관,2605688,14,부산광역시 사하구 낙동남로 1191 부산현대미술관,,128.942691888704,35.1093302595485
부산,ok,,부산 화명수목원,화명수목원,2756696,12,부산광역시 북구 산성로 299,(화명동),129.0426767218,35.2510535364
부산,ok,,부산광역시 체육회 부산실내빙상장,,,,,,,
부산,ok,,부산대학교 부산캠퍼스,,,,,,,
부산,ok,,부산대학교 인문관,,,,,,,
부산,ok,,부산역,라마다 앙코르 바이윈덤 부산역 호텔,2832276,32,부산광역시 동구 중앙대로196번길 10 부산역라마다앙코르호텔,,129.040324318478,35.1142426105222
부산,ok,,부산역,부산역 풍물거리,3016808,12,부산광역시 동구 중앙대로196번길 16-8 (초량동),,129.04066520849508,35.113557930470236
부산,ok,,부산역,올리브영 부산역사점,2923582,38,부산광역시 동구 중앙대로 206 (초량동),,129.045060216345,35.117605126596
부산,ok,,부산역,올리브영 부산역점,2917400,38,부산광역시 동구 중앙대로 197 (초량동),1층,129.039214831857,35.1151169220309
부산,ok,,부산역,정관장 부산역점,2909409,38,부산광역시 동구 중앙대로 223-1 (초량동),,129.040540488294,35.1172288487845
부산,ok,,부산역,토요코인호텔 부산역1점,861118,32,부산광역시 동구 중앙대로196번길 12 (초량동),,129.040767366836,35.1141320276983
부산,ok,,부산역,토요코인호텔 부산역2점,583031,32,부산광역시 중구 중앙대로 125,(대창동1가),129.036602587272,35.1090237108161
부산,ok,,부산역,하운드호텔 부산역점,2804372,32,부산광역시 동구 중앙대로236번길 9 하운드호텔,(초량동),129.0427025928,35.1177518053
부산,ok,,부산요트투어 G,,,,,,,
부산,ok,,부산요트투어 요트가 이,,,,,,,
부산,ok,,부산요트투어 위드 요트,,,,,,,
부산,ok,,부산종합버스터미널,,,,,,,
부산,ok,,부산커피 박물관,,,,,,,
부산,ok,,부산타워,부산타워,1303714,38,부산광역시 중구 용두산길 37-30 (광복동2가),,129.032334998525,35.1011540109639
부산,ok,,부산항 대교,,,,,,,
부산,ok,,부산해양자연사박물관,부산해양자연사박물관,130252,14,부산광역시 동래구 우장춘로 175,,129.0759652316,35.2219278188
부산,ok,,부엌 가락국숫집,,,,,,,
부산,ok,,부전 소머리곰탕 육회비빔밥,,,,,,,
부산,ok,,부전시장,,,,,,,
부산,ok,,부평깡통시장,1878218,38,부산광역시 중구 부평1길 48,,129.0260517037,35.1015921962
부산,ok,,브라이트 몰 부산,,,,,,,
부산,ok,,브래킷 테이블,,,,,,,
부산,ok,,브뤼트피자,,,,,,,
부산,ok,,블루 보틀 커피 트럭 부산,,,,,,,
부산,ok,,블루 터틀,,,,,,,
부산,ok,,비담,,,,,,,
부산,ok,,비밀의 화원 서면점,,,,,,,
부산,ok,,비밀정원,비밀정원 대구동성로점,4008758,38,대구광역시 중구 동성로3길 64 (공평동),1층,128.598292225157,35.8681770088525
부산,ok,,비트 포비아 서면 던전점,,,,,,,
부산,ok,,빈티지 뮤지엄 그로서리,,,,,,,
부산,ok,,빌라쥬 드 아난티,,,,,,,
부산,ok,,빕스 부산 W 스퀘어점,,,,,,,
부산,ok,,사천 게장 집,,,,,,,
부산,ok,,산리 오러 버스 클럽,,,,,,,
부산,ok,,삼락생태공원,삼락생태공원,1338947,12,부산 사상구 삼락동 29-46,,128.973176285884,35.1691043434193
부산,ok,,삼발이 광안점,,,,,,,
부산,ok,,삼삼 횟집,,,,,,,
부산,ok,,삼정 타워,,,,,,,
부산,ok,,삼진 어묵 영도 본점,,,,,,,
부산,ok,,삼환 맛 축산,,,,,,,
부산,ok,,상국이네,상국이네,851286,39,부산광역시 해운대구 구남로41번길 40-1,,129.1629548127,35.1620074073
부산,ok,,샤이니 에스테틱,,,,,,,
부산,ok,,샬로 커피,,,,,,,
부산,ok,,샬롯,,,,,,,
부산,ok,,서면 1번가,,,,,,,
부산,ok,,서면 개금밀면,개금밀면,2784321,39,부산광역시 부산진구 가야대로482번길 9-4,(개금동),129.0251059496,35.1525864700
부산,ok,,서면 젊음의 거리,국제시장 젊음의거리,1013716,38,부산광역시 중구 국제시장2길 25,(신창동4가),129.028295235222,35.1015216609245
부산,ok,,서면 지하도 상가 중앙 몰,,,,,,,
부산,ok,,서면 지하상가,,,,,,,
부산,ok,,서면시장,서면시장,2763900,38,부산광역시 부산진구 서면로 56 (부전동),,129.0579343124225,35.155708286296026
부산,ok,,서면역 부산 1호선,,,,,,,
부산,ok,,서진섭돼지국밥,,,,,,,
부산,ok,,서프 홀릭 다대포,,,,,,,
부산,ok,,서프 홀릭 카페 홀릭,,,,,,,
부산,ok,,서프짐,,,,,,,
부산,ok,,서희스타힐스 센텀프리모 오피스텔,,,,,,,
부산,ok,,선 유도원,,,,,,,
부산,ok,,선생 조그매,선생조고매,3423011,39,부산광역시 영도구 벚꽃길 75 (청학동),영도 조내기  고구마 역사기념관 2층,129.05832742221446,35.08529258954757
부산,ok,,선창 횟집,선창횟집,403961,39,부산광역시 해운대구 달맞이길62번길 67,,129.1738428948,35.1568915149
부산,ok,,세븐일레븐 온 병원점,,,,,,,
부산,ok,,센텀시티 스파랜드,센텀시티 스파랜드,702551,12,부산광역시 해운대구 센텀남대로 35 (우동),,129.12952414849948,35.16881749492334
부산,ok,,소소한 흰 여울,,,,,,,
부산,ok,,소유템 광안리점,,,,,,,
부산,ok,,손목 서각,,,,,,,
부산,ok,,송 정물 총칼 국수,송정물총칼국수,2860833,39,부산광역시 해운대구 송정중앙로6번길 184 명신횟집,,129.1966570430,35.1763758683
부산,ok,,송도해수욕장,부산 송도해수욕장,126122,12,부산광역시 서구 송도해변로 100,,129.0164588470,35.0739256715
부산,ok,,송림공원,송림공원,3027780,12,부산광역시 해운대구 우동,702,129.154126,35.157116
부산,ok,,송림공원,하동송림공원,126233,12,경상남도 하동군 하동읍 광평리,440-5,127.7445000000,35.0627000000
부산,ok,,송정 블루 캐슬,,,,,,,
부산,ok,,송정 삼대 국밥,송정3대국밥,3432951,39,부산광역시 부산진구 서면로68번길 33 (부전동),,129.05854086799016,35.15556704329011
부산,ok,,송정면가,,,,,,,
부산,ok,,송정해수욕장,송정해수욕장,126080,12,부산광역시 해운대구 송정동 712-2,,129.199722,35.178728
부산,ok,,수림 식당,,,,,,,
부산,ok,,수백 진국 본점,,,,,,,
부산,ok,,수변 최고 돼지국밥 민락 본점,수변최고돼지국밥 민락본점,2668102,39,부산광역시 수영구 광안해변로370번길 9-32,,129.1343130018,35.1567852389
부산,ok,,수변 최고 돼지국밥 센텀 벡스코점,,,,,,,
부산,ok,,수영만 요트경기장,,,,,,,
부산,ok,,수월 경화,수월경화,2785269,39,부산광역시 해운대구 송정중앙로6번길 188,(송정동) 4층,129.1966014983,35.1761508920
부산,ok,,수프 올 샐러드,,,,,,,
부산,ok,,숨 게스트하우스 송도점,,,,,,,
부산,ok,,쉐이크쉑 부산 서면점,,,,,,,
부산,ok,,쉐이크쉑 부산 센텀점,,,,,,,
부산,ok,,스타벅스 그랜드 조선 부산점,,,,,,,
부산,ok,,스타벅스 부산 P. 아웃렛점,,,,,,,
부산,ok,,스타벅스 부산 송도 해수욕장점,,,,,,,
부산,ok,,스타벅스 부산 송정 비치점,,,,,,,
부산,ok,,스타벅스 부산 안락 DT 점,,,,,,,
부산,ok,,스타벅스 서면으로 R 점,,,,,,,
부산,ok,,스타벅스 서면중앙점,,,,,,,
부산,ok,,스타벅스 센텀시티역점,,,,,,,
부산,ok,,스타벅스 영도 청학 DT점,,,,,,,
부산,ok,,스타벅스 해운대 R 점,,,,,,,
부산,ok,,스타벅스 화명강변 DT 점,,,,,,,
부산,ok,,스타필드 시티 명지,올리브영 스타필드 시티 명지점,3307446,38,부산광역시 강서구 명지국제6로 168 (명지동),2층,128.918143592831,35.0931119772294
부산,ok,,스타필드 시티 명지,크록스 스타필드 시티 명지점,4027002,38,부산광역시 강서구 명지국제6로 168 (명지동),1층,128.918143592831,35.0931119772294
부산,ok,,스탠퍼드호텔 부산,,,,,,,
부산,ok,,스테이트,,,,,,,
부산,ok,,스톤 스트리트 광안 비치점,,,,,,,
부산,ok,,스파오 경성대몰렛점,,,,,,,
부산,ok,,스포 원 파크 금정체육공원,,,,,,,
부산,ok,,승학산,승학산,2674974,12,부산광역시 사하구 하단동,,128.9851266839,35.1310381466
부산,ok,,시스 디자인 부산 센텀,,,,,,,
부산,ok,,시시 호시 롯데백화점 부산본점,,,,,,,
부산,ok,,시이오니,,,,,,,
부산,ok,,시현하다 프레임 레드화이트점,,,,,,,
부산,ok,,신기 숲,신기숲,2836405,39,부산광역시 영도구 와치로 65 산새소리유치원,,129.0603019046,35.0868889171
부산,ok,,신기산업,,,,,,,
부산,ok,,신발원 신관,신발원,2832671,39,부산광역시 동구 대영로243번길 62 (초량동),,129.0387363501,35.1148492791
