trip_id,area_code,trip_days,theme,has_child,has_elderly,has_disabled,companion_count,p0_age,p0_gender,p0_style,p0_home,p0_preferred,p1_age,p1_gender,p1_style,p1_home,p1_preferred
f_f001061,east,3,11,0,0,0,0,40,남,4;4;4;4;4;4;4;4,47,50110;42150;46130,,,,,
f_f001062,east,3,1,0,0,0,0,20,남,2;2;3;3;2;5;3;6,27,27260;47110;47130,,,,,
f_f001070,east,3,24,0,0,0,0,60,남,1;4;4;5;4;2;6;2,11,48250;47130;26710,,,,,
f_f001071,east,2,2,0,0,0,0,40,여,3;5;2;5;5;1;6;4,48,50130;46130;48840,,,,,
f_f001073,east,2,22,0,0,0,0,40,남,4;3;5;3;3;5;3;6,27,47130;26710;11230,,,,,
f_f001077,east,2,24,0,0,0,0,40,남,4;6;6;6;6;7;6;1,42,42770;42830;41270,,,,,
f_f001078,east,3,9,0,0,0,0,20,여,4;5;3;5;3;2;6;6,41,42750;26440;11710,,,,,
f_f001093,east,3,2,0,0,0,0,60,여,2;2;1;2;3;2;2;4,27,50130;26350;42150,,,,,
f_f001098,east,3,21,0,0,0,0,50,남,1;6;2;2;3;2;2;4,11,50130;50110;42150,,,,,
f_f001100,east,3,2,0,0,0,0,30,여,1;1;2;4;6;6;2;7,27,47930;50130;48310,,,,,
f_f001104,east,3,5,0,0,0,0,40,여,2;4;2;3;6;6;2;7,28,42210;47130;46820,,,,,
f_f001108,east,3,22,0,0,0,0,40,여,4;4;4;4;5;4;5;4,28,42150;41110;50130,,,,,
f_f001109,east,3,13,0,0,0,0,50,남,2;4;1;4;6;4;4;4,31,47130;48310;48270,,,,,
f_f001114,east,2,9,0,0,0,0,20,남,1;3;2;3;6;2;3;6,26,47130;48120;48310,,,,,
f_f001120,east,3,25,0,0,0,0,40,여,2;4;5;4;3;5;4;4,48,26710;48330;31170,,,,,
f_f001125,east,2,22,0,0,0,0,30,여,2;2;2;2;4;4;2;3,47,50110;42170;46150,,,,,
f_f001129,east,3,24,0,0,0,0,30,여,2;3;2;2;2;2;7;2,41,26500;42110;41110,,,,,
f_f001130,east,2,1,0,0,0,0,40,여,3;3;6;4;3;4;2;3,31,46110;42210;50130,,,,,
f_f001133,east,3,4,0,0,0,0,40,남,4;2;2;1;3;4;2;6,11,42130;50130;44760,,,,,
f_f001136,east,3,1,0,0,0,0,50,남,2;3;4;3;2;6;3;3,47,50130;42210;48310,,,,,
f_f001146,east,3,1,0,0,0,0,20,여,2;1;7;6;1;7;7;7,42,42210;42830;42150,,,,,
f_f001148,east,3,21,0,0,0,0,50,여,1;3;3;2;4;6;4;6,41,42130;42150;30200,,,,,
f_f001154,east,3,8,0,0,0,0,30,남,3;2;2;4;3;4;2;1,31,26710;47130;50110,,,,,
f_f001162,east,3,3,0,0,0,0,40,남,3;4;5;3;5;5;5;2,47,26350;47820;50130,,,,,
f_f001165,east,3,10,0,0,0,0,40,여,2;1;2;3;6;6;2;7,48,48860;50110;30200,,,,,
f_f001182,east,3,10,0,0,0,0,40,여,1;4;3;1;7;4;7;7,42,42150;42170;42210,,,,,
f_f001188,east,3,10,0,0,0,0,30,남,2;2;2;1;4;2;2;4,11,50130;26350;47130,,,,,
f_f001196,east,3,28,0,0,0,0,30,남,1;1;1;6;6;4;5;7,11,42110;41360;11110,,,,,
f_f001202,east,3,22,0,0,0,0,30,남,2;2;2;3;2;2;2;2,11,42210;50130;46130,,,,,
f_f001205,east,3,1,0,0,0,0,30,여,3;2;2;3;4;2;4;4,11,42130;50110;47110,,,,,
f_f001208,east,3,2,0,0,0,0,30,남,6;1;1;3;3;7;7;7,27,26350;50130;50110,,,,,
f_f001212,east,3,11,0,0,0,0,50,여,2;4;7;1;1;7;7;5,28,50110;50130;42210,,,,,
f_f001216,east,3,3,0,0,0,0,20,남,1;1;1;5;1;1;6;1,26,48220;26710;48170,,,,,
f_f001217,east,3,1,0,0,0,0,30,여,2;2;2;2;4;4;5;6,27,11650;31140;47290,,,,,
f_f001219,east,2,3,0,0,0,0,40,여,2;4;3;4;2;3;6;4,26,50110;42150;46130,,,,,
f_f001232,east,2,22,0,0,0,0,20,여,2;4;3;3;3;5;1;7,26,47130;48310;42150,,,,,
f_f001235,east,3,12,0,0,0,0,20,여,4;4;2;2;4;3;3;6,43,11680;26500;50130,,,,,
f_f001238,east,3,21,0,0,0,0,50,여,4;4;4;4;4;5;3;4,27,50130;48840;46130,,,,,
f_f001240,east,2,21,0,0,0,0,50,남,2;3;2;5;2;2;3;7,31,50110;26350;27140,,,,,
f_f001244,east,3,1,0,0,0,0,40,남,1;6;2;4;2;6;1;6,36,43760;44790;43730,,,,,
f_f001251,east,2,22,0,0,0,0,40,남,3;4;2;3;6;3;7;2,48,42210;11410;50130,,,,,
f_f001257,east,3,26,0,0,0,0,20,여,5;1;1;2;1;1;1;6,48,11680;42820;26530,,,,,
f_f001258,east,2,2,0,0,0,0,30,여,4;2;1;4;4;4;5;6,26,48310;47130;31710,,,,,
f_f001259,east,2,2,0,0,0,0,30,남,2;4;1;6;6;4;2;7,47,47130;47170;27260,,,,,
f_f001264,east,3,1,0,0,0,0,50,남,1;1;1;4;5;1;1;1,41,42760;42770;46110,,,,,
