content_id,area_code,area_name,content_name,visit_count,token_id,model_version,vocab_version
2768196,28000,인천,청라 호수 공원,1,491,shared-next-poi-gru-v1,full-data-content-vocab-v1
2769476,28000,인천,잉글랜드 왕돈가스,1,492,shared-next-poi-gru-v1,full-data-content-vocab-v1
2769482,28000,인천,중 하루,1,493,shared-next-poi-gru-v1,full-data-content-vocab-v1
2779442,28000,인천,인천개항장 근대건축전시관,2,506,shared-next-poi-gru-v1,full-data-content-vocab-v1
2780280,28000,인천,미애네 칼국수 2호점,2,509,shared-next-poi-gru-v1,full-data-content-vocab-v1
2780309,28000,인천,바다 앞 테라스,7,510,shared-next-poi-gru-v1,full-data-content-vocab-v1
2781332,28000,인천,신포 닭강정 본점,5,511,shared-next-poi-gru-v1,full-data-content-vocab-v1
2781334,28000,인천,월미도 선착장,3,512,shared-next-poi-gru-v1,full-data-content-vocab-v1
2781335,28000,인천,월미문화의 거리,6,513,shared-next-poi-gru-v1,full-data-content-vocab-v1
2781336,28000,인천,삼국지 벽화거리,1,514,shared-next-poi-gru-v1,full-data-content-vocab-v1
2781591,28000,인천,하늘정원 주차장,3,515,shared-next-poi-gru-v1,full-data-content-vocab-v1
2782697,28000,인천,마리앤쥬,1,520,shared-next-poi-gru-v1,full-data-content-vocab-v1
2782738,28000,인천,인천시민에 집,1,521,shared-next-poi-gru-v1,full-data-content-vocab-v1
2783003,28000,인천,마이랜드,6,523,shared-next-poi-gru-v1,full-data-content-vocab-v1
2787144,28000,인천,누들 플랫폼,2,539,shared-next-poi-gru-v1,full-data-content-vocab-v1
2805968,28000,인천,브라운 핸즈 개항으로,2,549,shared-next-poi-gru-v1,full-data-content-vocab-v1
2812241,28000,인천,차 덕분,2,554,shared-next-poi-gru-v1,full-data-content-vocab-v1
2834112,28000,인천,고양이 역 카페,1,577,shared-next-poi-gru-v1,full-data-content-vocab-v1
2836893,28000,인천,일이삼 간장게장,1,583,shared-next-poi-gru-v1,full-data-content-vocab-v1
2837034,28000,인천,남동공단 떡볶이,2,584,shared-next-poi-gru-v1,full-data-content-vocab-v1
2838923,28000,인천,신소당,1,590,shared-next-poi-gru-v1,full-data-content-vocab-v1
2839695,28000,인천,카페 월트,1,592,shared-next-poi-gru-v1,full-data-content-vocab-v1
2845110,28000,인천,신승 반점 본점,1,600,shared-next-poi-gru-v1,full-data-content-vocab-v1
2845309,28000,인천,신신 분식,2,601,shared-next-poi-gru-v1,full-data-content-vocab-v1
2846860,28000,인천,전라도 대왕조개구이랑 칼국수,1,605,shared-next-poi-gru-v1,full-data-content-vocab-v1
2847004,28000,인천,해상 궁,1,606,shared-next-poi-gru-v1,full-data-content-vocab-v1
2848938,28000,인천,카페 아키라,3,610,shared-next-poi-gru-v1,full-data-content-vocab-v1
2853718,28000,인천,포크,1,614,shared-next-poi-gru-v1,full-data-content-vocab-v1
2875695,28000,인천,을왕리 3도씨 해물갈비,1,656,shared-next-poi-gru-v1,full-data-content-vocab-v1
2905193,28000,인천,호랑이 곳간,1,699,shared-next-poi-gru-v1,full-data-content-vocab-v1
2906334,28000,인천,송도센트럴파크,13,704,shared-next-poi-gru-v1,full-data-content-vocab-v1
2907379,28000,인천,봄이 보리밥 영종점,3,706,shared-next-poi-gru-v1,full-data-content-vocab-v1
2932001,28000,인천,파라다이스 시티 플라자,2,750,shared-next-poi-gru-v1,full-data-content-vocab-v1
2993378,28000,인천,씨사이드 파크,2,761,shared-next-poi-gru-v1,full-data-content-vocab-v1
2994418,28000,인천,G 타워 전망대,4,764,shared-next-poi-gru-v1,full-data-content-vocab-v1
2994530,28000,인천,대불호텔 전시관,2,765,shared-next-poi-gru-v1,full-data-content-vocab-v1
3003517,28000,인천,일본풍 거리,2,771,shared-next-poi-gru-v1,full-data-content-vocab-v1
3011747,28000,인천,화개 정원,2,776,shared-next-poi-gru-v1,full-data-content-vocab-v1
3061216,28000,인천,소찬공원,7,797,shared-next-poi-gru-v1,full-data-content-vocab-v1
3074715,28000,인천,아시안 갯벌 체험장,1,802,shared-next-poi-gru-v1,full-data-content-vocab-v1
3097744,28000,인천,국립 세계문자 박물관,7,826,shared-next-poi-gru-v1,full-data-content-vocab-v1
3306078,28000,인천,모다 아울렛 인천점,1,830,shared-next-poi-gru-v1,full-data-content-vocab-v1
3334028,28000,인천,메이 드림,2,836,shared-next-poi-gru-v1,full-data-content-vocab-v1
3335782,28000,인천,동양 염전 베이커리 카페,1,838,shared-next-poi-gru-v1,full-data-content-vocab-v1
3407606,28000,인천,예단포둘레길,1,851,shared-next-poi-gru-v1,full-data-content-vocab-v1
3446437,28000,인천,디츠겐,1,861,shared-next-poi-gru-v1,full-data-content-vocab-v1
3449616,28000,인천,더더,2,866,shared-next-poi-gru-v1,full-data-content-vocab-v1
3525625,28000,인천,포디엄 126,1,873,shared-next-poi-gru-v1,full-data-content-vocab-v1
4012894,28000,인천,강남시장,1,896,shared-next-poi-gru-v1,full-data-content-vocab-v1
4027319,28000,인천,모래내시장,1,912,shared-next-poi-gru-v1,full-data-content-vocab-v1
4027353,28000,인천,현대 프리미엄 아울렛 송도점,13,913,shared-next-poi-gru-v1,full-data-content-vocab-v1
652305,28000,인천,한중문화관,2,937,shared-next-poi-gru-v1,full-data-content-vocab-v1
724081,28000,인천,풍미,2,943,shared-next-poi-gru-v1,full-data-content-vocab-v1
742171,28000,인천,송도컨벤시아,3,945,shared-next-poi-gru-v1,full-data-content-vocab-v1
787644,28000,인천,쉐라톤 그랜드 인천 호텔,3,952,shared-next-poi-gru-v1,full-data-content-vocab-v1
852304,28000,인천,국립생물자원관,1,960,shared-next-poi-gru-v1,full-data-content-vocab-v1
879086,28000,인천,월미공원,6,962,shared-next-poi-gru-v1,full-data-content-vocab-v1
945052,28000,인천,제물포구락부,2,963,shared-next-poi-gru-v1,full-data-content-vocab-v1
947611,28000,인천,개항장 문화마당,1,965,shared-next-poi-gru-v1,full-data-content-vocab-v1
1089992,30000,대전,대전교통 문화연수원,1,12,shared-next-poi-gru-v1,full-data-content-vocab-v1
1125312,30000,대전,대전 어린이 회관,9,17,shared-next-poi-gru-v1,full-data-content-vocab-v1
1125480,30000,대전,상소동 산림욕장,5,18,shared-next-poi-gru-v1,full-data-content-vocab-v1
125858,30000,대전,유성온천 불가마 사우나,3,30,shared-next-poi-gru-v1,full-data-content-vocab-v1
125994,30000,대전,엑스포과학공원,27,31,shared-next-poi-gru-v1,full-data-content-vocab-v1
126838,30000,대전,뿌리공원,4,72,shared-next-poi-gru-v1,full-data-content-vocab-v1
126846,30000,대전,대청호,5,73,shared-next-poi-gru-v1,full-data-content-vocab-v1
127641,30000,대전,대전 오월드,17,85,shared-next-poi-gru-v1,full-data-content-vocab-v1
129438,30000,대전,장태산자연휴양림,9,112,shared-next-poi-gru-v1,full-data-content-vocab-v1
129785,30000,대전,국립 중앙과학관,37,126,shared-next-poi-gru-v1,full-data-content-vocab-v1
130550,30000,대전,한국지질자원연구원 지질박물관,2,154,shared-next-poi-gru-v1,full-data-content-vocab-v1
130551,30000,대전,대전시립미술관,73,155,shared-next-poi-gru-v1,full-data-content-vocab-v1
130890,30000,대전,옛 터 민속박물관,2,163,shared-next-poi-gru-v1,full-data-content-vocab-v1
131720,30000,대전,대전 월드컵 경기장,4,171,shared-next-poi-gru-v1,full-data-content-vocab-v1
132505,30000,대전,으능정이 문화의 거리,17,189,shared-next-poi-gru-v1,full-data-content-vocab-v1
132661,30000,대전,성심당 롯데백화점 대전점,10,193,shared-next-poi-gru-v1,full-data-content-vocab-v1
1434477,30000,대전,대전중앙시장,42,213,shared-next-poi-gru-v1,full-data-content-vocab-v1
1720749,30000,대전,계족산 황톳길,3,229,shared-next-poi-gru-v1,full-data-content-vocab-v1
1796079,30000,대전,성심당 본점,268,232,shared-next-poi-gru-v1,full-data-content-vocab-v1
1807489,30000,대전,광천 식당,18,234,shared-next-poi-gru-v1,full-data-content-vocab-v1
1807586,30000,대전,때 화장,7,235,shared-next-poi-gru-v1,full-data-content-vocab-v1
1906578,30000,대전,천연기념물 센터,9,248,shared-next-poi-gru-v1,full-data-content-vocab-v1
1923953,30000,대전,서원골 유황오리,1,254,shared-next-poi-gru-v1,full-data-content-vocab-v1
1955818,30000,대전,대전 도산서원,4,263,shared-next-poi-gru-v1,full-data-content-vocab-v1
1964617,30000,대전,대전근현대사전시관,18,265,shared-next-poi-gru-v1,full-data-content-vocab-v1
1964622,30000,대전,으능정이 스카이로드,14,266,shared-next-poi-gru-v1,full-data-content-vocab-v1
231937,30000,대전,대전 회덕 동춘당,2,284,shared-next-poi-gru-v1,full-data-content-vocab-v1
2407314,30000,대전,수통골,3,293,shared-next-poi-gru-v1,full-data-content-vocab-v1
2580239,30000,대전,개천 식당,3,333,shared-next-poi-gru-v1,full-data-content-vocab-v1
2580604,30000,대전,대선 칼국수,6,334,shared-next-poi-gru-v1,full-data-content-vocab-v1
2580935,30000,대전,미소본가 스마일 칼국수,3,335,shared-next-poi-gru-v1,full-data-content-vocab-v1
2581513,30000,대전,시민 칼국수,5,337,shared-next-poi-gru-v1,full-data-content-vocab-v1
2581759,30000,대전,오씨칼국수,28,338,shared-next-poi-gru-v1,full-data-content-vocab-v1
2582117,30000,대전,진로 집,18,339,shared-next-poi-gru-v1,full-data-content-vocab-v1
2582134,30000,대전,천리 집,1,340,shared-next-poi-gru-v1,full-data-content-vocab-v1
2605899,30000,대전,유성온천공원 족욕체험장,6,348,shared-next-poi-gru-v1,full-data-content-vocab-v1
2605906,30000,대전,소제동 철도관사촌,5,349,shared-next-poi-gru-v1,full-data-content-vocab-v1
2662681,30000,대전,국립대전 숲체원,4,384,shared-next-poi-gru-v1,full-data-content-vocab-v1
2662682,30000,대전,소제동 철도관사촌,2,385,shared-next-poi-gru-v1,full-data-content-vocab-v1
2663239,30000,대전,테마 오래,16,389,shared-next-poi-gru-v1,full-data-content-vocab-v1
2667003,30000,대전,와타요업,5,393,shared-next-poi-gru-v1,full-data-content-vocab-v1
2674960,30000,대전,유림공원,5,396,shared-next-poi-gru-v1,full-data-content-vocab-v1
2721465,30000,대전,다다르다,15,415,shared-next-poi-gru-v1,full-data-content-vocab-v1
2722927,30000,대전,트래블 라운지,16,417,shared-next-poi-gru-v1,full-data-content-vocab-v1
2732202,30000,대전,우리들 공원,3,419,shared-next-poi-gru-v1,full-data-content-vocab-v1
2734919,30000,대전,온천손칼국수 주꾸미,2,423,shared-next-poi-gru-v1,full-data-content-vocab-v1
2738011,30000,대전,대전 곤충생태관,3,425,shared-next-poi-gru-v1,full-data-content-vocab-v1
2738026,30000,대전,엑스포다리,8,426,shared-next-poi-gru-v1,full-data-content-vocab-v1
2738037,30000,대전,엑스포시민광장,19,428,shared-next-poi-gru-v1,full-data-content-vocab-v1
2752861,30000,대전,대동 벽화마을,2,444,shared-next-poi-gru-v1,full-data-content-vocab-v1
2758629,30000,대전,대전 아쿠아리움,2,461,shared-next-poi-gru-v1,full-data-content-vocab-v1
2758666,30000,대전,보라매공원,2,462,shared-next-poi-gru-v1,full-data-content-vocab-v1
2760707,30000,대전,유성온천공원 족욕체험장,11,463,shared-next-poi-gru-v1,full-data-content-vocab-v1
2762000,30000,대전,장태산,1,466,shared-next-poi-gru-v1,full-data-content-vocab-v1
2766990,30000,대전,한화생명 이글스 파크,11,481,shared-next-poi-gru-v1,full-data-content-vocab-v1
2775503,30000,대전,대전역 동광장,2,498,shared-next-poi-gru-v1,full-data-content-vocab-v1
2775516,30000,대전,원조태평소국밥,34,499,shared-next-poi-gru-v1,full-data-content-vocab-v1
2779504,30000,대전,엑스포과학공원 한빛탑,43,508,shared-next-poi-gru-v1,full-data-content-vocab-v1
2782788,30000,대전,대전엑스포 아쿠아리움,13,522,shared-next-poi-gru-v1,full-data-content-vocab-v1
2828095,30000,대전,시골밥상,4,566,shared-next-poi-gru-v1,full-data-content-vocab-v1
2865825,30000,대전,치앙마이 방콕,7,633,shared-next-poi-gru-v1,full-data-content-vocab-v1
2865929,30000,대전,베스타 뷔페,1,634,shared-next-poi-gru-v1,full-data-content-vocab-v1
2866029,30000,대전,토미야,4,635,shared-next-poi-gru-v1,full-data-content-vocab-v1
2866245,30000,대전,매봉 식당,1,636,shared-next-poi-gru-v1,full-data-content-vocab-v1
2866943,30000,대전,라드커피 본점,1,637,shared-next-poi-gru-v1,full-data-content-vocab-v1
2899246,30000,대전,어썸 8 더 대청,1,673,shared-next-poi-gru-v1,full-data-content-vocab-v1
2899345,30000,대전,꾸드뱅,1,674,shared-next-poi-gru-v1,full-data-content-vocab-v1
2899479,30000,대전,이태리국시 본점,1,676,shared-next-poi-gru-v1,full-data-content-vocab-v1
2899503,30000,대전,오한순 손수제비,1,677,shared-next-poi-gru-v1,full-data-content-vocab-v1
2899566,30000,대전,떡만집 본점,11,678,shared-next-poi-gru-v1,full-data-content-vocab-v1
2900942,30000,대전,공간 태리,5,690,shared-next-poi-gru-v1,full-data-content-vocab-v1
2911526,30000,대전,갤러리아백화점 타임월드점,7,714,shared-next-poi-gru-v1,full-data-content-vocab-v1
2912106,30000,대전,비머스트,1,716,shared-next-poi-gru-v1,full-data-content-vocab-v1
2913376,30000,대전,선화동 소머리 해장국 본점,5,717,shared-next-poi-gru-v1,full-data-content-vocab-v1
2914327,30000,대전,무라텐,1,721,shared-next-poi-gru-v1,full-data-content-vocab-v1
2914963,30000,대전,현암뚝방구이,2,722,shared-next-poi-gru-v1,full-data-content-vocab-v1
2930677,30000,대전,대전 반려동물공원,1,741,shared-next-poi-gru-v1,full-data-content-vocab-v1
3038939,30000,대전,커피 인터뷰 궁동점,3,786,shared-next-poi-gru-v1,full-data-content-vocab-v1
3046936,30000,대전,프렐류드,18,789,shared-next-poi-gru-v1,full-data-content-vocab-v1
3074307,30000,대전,둔산대공원,4,801,shared-next-poi-gru-v1,full-data-content-vocab-v1
3080289,30000,대전,보문산,3,809,shared-next-poi-gru-v1,full-data-content-vocab-v1
3085034,30000,대전,헤레디움,2,822,shared-next-poi-gru-v1,full-data-content-vocab-v1
3454325,30000,대전,꿀 잼 도시 대전 홍보관 대전 신세계 아트앤사이언스점,5,868,shared-next-poi-gru-v1,full-data-content-vocab-v1
3454381,30000,대전,현대 프리미엄 아웃렛 대전점,4,869,shared-next-poi-gru-v1,full-data-content-vocab-v1
3494052,30000,대전,여기 소제,4,872,shared-next-poi-gru-v1,full-data-content-vocab-v1
3574256,30000,대전,하레 하레 도안점,1,876,shared-next-poi-gru-v1,full-data-content-vocab-v1
4008007,30000,대전,대전역,35,879,shared-next-poi-gru-v1,full-data-content-vocab-v1
4008765,30000,대전,대전복합터미널,2,883,shared-next-poi-gru-v1,full-data-content-vocab-v1
4009733,30000,대전,서대전역,5,888,shared-next-poi-gru-v1,full-data-content-vocab-v1
4012281,30000,대전,롯데백화점 대전점,1,894,shared-next-poi-gru-v1,full-data-content-vocab-v1
4077519,30000,대전,아저씨 돈가스,3,924,shared-next-poi-gru-v1,full-data-content-vocab-v1
590097,30000,대전,이응노미술관,36,929,shared-next-poi-gru-v1,full-data-content-vocab-v1
644085,30000,대전,대전컨벤션 센터,7,934,shared-next-poi-gru-v1,full-data-content-vocab-v1
705678,30000,대전,장동산림욕장,3,942,shared-next-poi-gru-v1,full-data-content-vocab-v1
741658,30000,대전,한밭수목원,139,944,shared-next-poi-gru-v1,full-data-content-vocab-v1
821963,30000,대전,이화원,6,956,shared-next-poi-gru-v1,full-data-content-vocab-v1
945477,30000,대전,우암사적공원,5,964,shared-next-poi-gru-v1,full-data-content-vocab-v1
1064469,41110,수원,수원 화성 연무대 관광안내소,3,11,shared-next-poi-gru-v1,full-data-content-vocab-v1
1177952,41110,수원,못골종합시장,3,20,shared-next-poi-gru-v1,full-data-content-vocab-v1
125512,41110,수원,팔달공원,3,26,shared-next-poi-gru-v1,full-data-content-vocab-v1
125555,41110,수원,수원 화성,28,29,shared-next-poi-gru-v1,full-data-content-vocab-v1
129437,41110,수원,화성행궁,95,111,shared-next-poi-gru-v1,full-data-content-vocab-v1
131719,41110,수원,수원 월드컵 경기장,5,170,shared-next-poi-gru-v1,full-data-content-vocab-v1
132352,41110,수원,수원 영 동 시장,2,186,shared-next-poi-gru-v1,full-data-content-vocab-v1
1921150,41110,수원,수원 화성 박물관,14,251,shared-next-poi-gru-v1,full-data-content-vocab-v1
1925403,41110,수원,해우재,2,255,shared-next-poi-gru-v1,full-data-content-vocab-v1
2033483,41110,수원,수원시립미술관,26,278,shared-next-poi-gru-v1,full-data-content-vocab-v1
2379222,41110,수원,수원 광교 박물관,1,288,shared-next-poi-gru-v1,full-data-content-vocab-v1
2462893,41110,수원,삼성 이노베이션 뮤지엄,1,298,shared-next-poi-gru-v1,full-data-content-vocab-v1
2480899,41110,수원,수원 화성 북동포루,11,307,shared-next-poi-gru-v1,full-data-content-vocab-v1
2613658,41110,수원,방화수류정,42,358,shared-next-poi-gru-v1,full-data-content-vocab-v1
2613664,41110,수원,수원 통닭거리,1,359,shared-next-poi-gru-v1,full-data-content-vocab-v1
264386,41110,수원,수원 화성 팔달문,8,365,shared-next-poi-gru-v1,full-data-content-vocab-v1
264388,41110,수원,수원 화성 화서문,9,366,shared-next-poi-gru-v1,full-data-content-vocab-v1
264390,41110,수원,장안문,26,367,shared-next-poi-gru-v1,full-data-content-vocab-v1
264392,41110,수원,창룡문,7,368,shared-next-poi-gru-v1,full-data-content-vocab-v1
264394,41110,수원,수원 화성 화홍문,19,369,shared-next-poi-gru-v1,full-data-content-vocab-v1
264400,41110,수원,수원향교,3,370,shared-next-poi-gru-v1,full-data-content-vocab-v1
264408,41110,수원,수원 화성 서장대,4,371,shared-next-poi-gru-v1,full-data-content-vocab-v1
2662855,41110,수원,광교호수공원,16,386,shared-next-poi-gru-v1,full-data-content-vocab-v1
2663187,41110,수원,회동수원지,1,388,shared-next-poi-gru-v1,full-data-content-vocab-v1
2667588,41110,수원,수원 공방거리,2,394,shared-next-poi-gru-v1,full-data-content-vocab-v1
2714220,41110,수원,플라잉 수원,5,412,shared-next-poi-gru-v1,full-data-content-vocab-v1
2714556,41110,수원,팔달산,4,413,shared-next-poi-gru-v1,full-data-content-vocab-v1
2745737,41110,수원,북수원 온천,1,435,shared-next-poi-gru-v1,full-data-content-vocab-v1
2745995,41110,수원,행궁동 벽화마을,18,436,shared-next-poi-gru-v1,full-data-content-vocab-v1
2747132,41110,수원,경기 상상 캠퍼스,2,439,shared-next-poi-gru-v1,full-data-content-vocab-v1
2752650,41110,수원,팔달문시장,8,443,shared-next-poi-gru-v1,full-data-content-vocab-v1
2752971,41110,수원,지동시장,3,445,shared-next-poi-gru-v1,full-data-content-vocab-v1
2753658,41110,수원,북수원 시장,1,447,shared-next-poi-gru-v1,full-data-content-vocab-v1
2753679,41110,수원,남문로데오시장,1,448,shared-next-poi-gru-v1,full-data-content-vocab-v1
2753972,41110,수원,유치 회관,5,449,shared-next-poi-gru-v1,full-data-content-vocab-v1
2754009,41110,수원,오초,1,450,shared-next-poi-gru-v1,full-data-content-vocab-v1
2765531,41110,수원,백 청우 칼국수 본점 인계동,1,478,shared-next-poi-gru-v1,full-data-content-vocab-v1
2828475,41110,수원,포커스온 나우,1,568,shared-next-poi-gru-v1,full-data-content-vocab-v1
2829013,41110,수원,김성민 커피 신별관,1,569,shared-next-poi-gru-v1,full-data-content-vocab-v1
2830470,41110,수원,서동진의 커피 랩 본점,1,570,shared-next-poi-gru-v1,full-data-content-vocab-v1
2867501,41110,수원,운 멜로 4호점,2,639,shared-next-poi-gru-v1,full-data-content-vocab-v1
2867885,41110,수원,연밀,2,640,shared-next-poi-gru-v1,full-data-content-vocab-v1
2868656,41110,수원,가락국수 일 번가,1,641,shared-next-poi-gru-v1,full-data-content-vocab-v1
2873447,41110,수원,진미 통닭,5,654,shared-next-poi-gru-v1,full-data-content-vocab-v1
2892820,41110,수원,킵댓 본점,4,658,shared-next-poi-gru-v1,full-data-content-vocab-v1
2892874,41110,수원,팜투하녹,2,659,shared-next-poi-gru-v1,full-data-content-vocab-v1
2892936,41110,수원,경안당,1,660,shared-next-poi-gru-v1,full-data-content-vocab-v1
2893042,41110,수원,도미닉 커피 랩,2,661,shared-next-poi-gru-v1,full-data-content-vocab-v1
2893073,41110,수원,레드브릭 커피하우스,1,662,shared-next-poi-gru-v1,full-data-content-vocab-v1
2893530,41110,수원,슬로 써니사이드,3,663,shared-next-poi-gru-v1,full-data-content-vocab-v1
2893534,41110,수원,에이프런,1,664,shared-next-poi-gru-v1,full-data-content-vocab-v1
2907527,41110,수원,수원역,4,708,shared-next-poi-gru-v1,full-data-content-vocab-v1
2916318,41110,수원,송죽 약방,1,725,shared-next-poi-gru-v1,full-data-content-vocab-v1
2944481,41110,수원,국립 농업박물관,4,753,shared-next-poi-gru-v1,full-data-content-vocab-v1
2998800,41110,수원,영흥 수목원,4,770,shared-next-poi-gru-v1,full-data-content-vocab-v1
3033047,41110,수원,행리단길,15,784,shared-next-poi-gru-v1,full-data-content-vocab-v1
3033796,41110,수원,수원 구 부국원,1,785,shared-next-poi-gru-v1,full-data-content-vocab-v1
3076051,41110,수원,일월 수목원,15,806,shared-next-poi-gru-v1,full-data-content-vocab-v1
3080477,41110,수원,수원 전통문화관 예절교육관,8,812,shared-next-poi-gru-v1,full-data-content-vocab-v1
316296,41110,수원,봉녕사,1,827,shared-next-poi-gru-v1,full-data-content-vocab-v1
3354946,41110,수원,일월 수목원 카페 데이 지원,1,843,shared-next-poi-gru-v1,full-data-content-vocab-v1
3355253,41110,수원,골 디스,3,844,shared-next-poi-gru-v1,full-data-content-vocab-v1
3355366,41110,수원,열두 알우 똥집,3,845,shared-next-poi-gru-v1,full-data-content-vocab-v1
3443259,41110,수원,앨리웨이 광교,4,859,shared-next-poi-gru-v1,full-data-content-vocab-v1
4011490,41110,수원,AK플라자 수원,9,892,shared-next-poi-gru-v1,full-data-content-vocab-v1
4025399,41110,수원,갤러리아백화점 광교점,7,901,shared-next-poi-gru-v1,full-data-content-vocab-v1
4054880,41110,수원,정지영커피로스터즈 장안문점,4,921,shared-next-poi-gru-v1,full-data-content-vocab-v1
4076762,41110,수원,광교 푸른 숲 도서관,1,923,shared-next-poi-gru-v1,full-data-content-vocab-v1
602854,41110,수원,본 수원갈비 본점,2,930,shared-next-poi-gru-v1,full-data-content-vocab-v1
750947,41110,수원,효원공원 월화원,11,947,shared-next-poi-gru-v1,full-data-content-vocab-v1
128278,48120,창원,콰이강의 다리 저도 스카이워크,2,97,shared-next-poi-gru-v1,full-data-content-vocab-v1
1622326,48120,창원,마산 어 시장,3,226,shared-next-poi-gru-v1,full-data-content-vocab-v1
1622590,48120,창원,경남도립미술관,4,227,shared-next-poi-gru-v1,full-data-content-vocab-v1
1748884,48120,창원,315아트센터,1,230,shared-next-poi-gru-v1,full-data-content-vocab-v1
2503970,48120,창원,가락국수 한 그릇,2,320,shared-next-poi-gru-v1,full-data-content-vocab-v1
2575790,48120,창원,개성 순대,1,332,shared-next-poi-gru-v1,full-data-content-vocab-v1
2627175,48120,창원,경남 마산로봇랜드,2,362,shared-next-poi-gru-v1,full-data-content-vocab-v1
2656383,48120,창원,용지공원 용지호수 공원,1,380,shared-next-poi-gru-v1,full-data-content-vocab-v1
2764090,48120,창원,해양드라마 세트장,2,470,shared-next-poi-gru-v1,full-data-content-vocab-v1
2764156,48120,창원,창원 NC 파크,3,471,shared-next-poi-gru-v1,full-data-content-vocab-v1
2838789,48120,창원,로도스,1,588,shared-next-poi-gru-v1,full-data-content-vocab-v1
2844199,48120,창원,라온하제,1,596,shared-next-poi-gru-v1,full-data-content-vocab-v1
2844231,48120,창원,카츠,1,597,shared-next-poi-gru-v1,full-data-content-vocab-v1
2844532,48120,창원,카페 섬섬,1,598,shared-next-poi-gru-v1,full-data-content-vocab-v1
2863958,48120,창원,용지공원 용지호수 공원,2,628,shared-next-poi-gru-v1,full-data-content-vocab-v1
2864150,48120,창원,3.15 해양누리공원,1,629,shared-next-poi-gru-v1,full-data-content-vocab-v1
2864877,48120,창원,백령 카페,1,631,shared-next-poi-gru-v1,full-data-content-vocab-v1
2905887,48120,창원,신세계백화점 마산점,1,702,shared-next-poi-gru-v1,full-data-content-vocab-v1
2930991,48120,창원,홈플러스 마산점,1,745,shared-next-poi-gru-v1,full-data-content-vocab-v1
3304841,48120,창원,창원 가로수길,1,828,shared-next-poi-gru-v1,full-data-content-vocab-v1
3386455,48120,창원,장수 암,6,847,shared-next-poi-gru-v1,full-data-content-vocab-v1
3397899,48120,창원,스파 더 스페이스,8,849,shared-next-poi-gru-v1,full-data-content-vocab-v1
3456409,48120,창원,삼각지공원,1,870,shared-next-poi-gru-v1,full-data-content-vocab-v1
662127,48120,창원,주남저수지 생태학습관,1,938,shared-next-poi-gru-v1,full-data-content-vocab-v1
